"자치구","경제활동별","구분","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"종로구","도매 및 소매업","산출액(2015년 기준년 연쇄가격)","항목","","5157069.786","5030832.953","5218410.95","5093528.558","6080174.794","6279818","6136126","5321550.280519","5512034",
"종로구","도매 및 소매업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","2710494.997","2633371.173","2696270.398","2636797.607","3042514.136","3120383","3049113","2645791.372586","2666794",
"종로구","운수 및 창고업","산출액(①)","항목","","2025420.34","1936498.543","1965001.059","1611172.632","2028150.611","2168480","1954154","1837837.691542","3051645",
"종로구","운수 및 창고업","중간소비(②)","항목","","1503403.832","1374509.417","1330201.078","1162324.811","1533342.064","1611659","1367396","1324065.718818","2049844",
"종로구","운수 및 창고업","지역내 총부가가치(③=①-②)","항목","","522016.5078","561989.1256","634799.9806","448847.8213","494808.5476","556821","586758","513771.972724","1001801",
"종로구","운수 및 창고업","고정자본소모(④)","항목","","183211.3949","186244.7089","212054.3746","155836.4561","190614.5829","193364","194816","185690.172721","233721",
"종로구","운수 및 창고업","순기타 생산세(⑤)","항목","","5097.43516","5853.249096","6744.896473","5429.772737","7564.363471","5538","7036","5450.657995","9333",
"종로구","운수 및 창고업","지역내 요소소득(⑥=③-④-⑤)","항목","","333707.6777","369891.1675","416000.7096","287581.5924","296629.6013","357920","384906","322631.142009","758747",
"종로구","운수 및 창고업","산출액(2015년 기준년 연쇄가격)","항목","","1904362.865","1865949.455","1965001.059","1760301.265","2130613.036","2230946","1980018","1903380.608852","2488854",
"종로구","운수 및 창고업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","580839.131","593099.1589","634799.9806","509338.1131","579559.9529","698487","727172","626137.580578","756109",
"종로구","숙박 및 음식점업","산출액(①)","항목","","1590816.079","1698551.141","1888643.831","1959549.871","2025590.476","2159634","2251522","1725186.06717","1806430",
"종로구","숙박 및 음식점업","중간소비(②)","항목","","1117144.611","1192936.096","1312852.219","1356102.789","1414085.47","1520016","1575917","1236228.022179","1313984",
"종로구","숙박 및 음식점업","지역내 총부가가치(③=①-②)","항목","","473671.4674","505615.0446","575791.6123","603447.0821","611505.0062","639618","675605","488958.044991","492446",
"종로구","숙박 및 음식점업","고정자본소모(④)","항목","","27970.56422","32284.40493","38566.30971","37480.91337","39457.61138","39578","41676","33423.509419","33680",
"종로구","숙박 및 음식점업","순기타 생산세(⑤)","항목","","15225.90684","17647.20768","15825.83944","13112.94153","12493.92398","11017","18186","13755.651811","13322",
"종로구","숙박 및 음식점업","지역내 요소소득(⑥=③-④-⑤)","항목","","430474.9964","455683.432","521399.4632","552853.2272","559553.4708","589023","615743","441778.883761","445444",
"종로구","숙박 및 음식점업","산출액(2015년 기준년 연쇄가격)","항목","","1664345.523","1747653.07","1888643.831","1915015.049","1932936.22","2002172","2037078","1544316.959028","1570328",
"종로구","숙박 및 음식점업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","533942.4437","548950.4636","575791.6123","575195.5878","565517.241","579063","594071","431372.690337","429454",
"종로구","정보통신업","산출액(①)","항목","","5560992.826","5155711.955","5073586.798","5376538.458","6358525.977","6185383","6337823","5678211.501","5213123",
"종로구","정보통신업","중간소비(②)","항목","","2439857.921","2266565.679","2235133.285","2254239.517","2763733.074","2627631","2581193","2218744.814501","1940075",
"종로구","정보통신업","지역내 총부가가치(③=①-②)","항목","","3121134.905","2889146.276","2838453.513","3122298.941","3594792.903","3557753","3756630","3459466.686499","3273048",
"종로구","정보통신업","고정자본소모(④)","항목","","747659.6752","702061.7405","748948.3427","827495.6528","998888.8244","941177","993149","883994.515178","735325",
"종로구","정보통신업","순기타 생산세(⑤)","항목","","10935.34047","10896.42993","13338.48854","13938.18555","16452.14203","11925","13432","10506.439405","11992",
"종로구","정보통신업","지역내 요소소득(⑥=③-④-⑤)","항목","","2362539.889","2176188.105","2076166.682","2280865.102","2579451.936","2604650","2750049","2564965.731916","2525730",
"종로구","정보통신업","산출액(2015년 기준년 연쇄가격)","항목","","5615337.736","5201345.811","5073586.798","5341106.888","6285426.692","6148726","6282271","5523000.77529","4863057",
"종로구","정보통신업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","3345986.182","3013205.068","2838453.513","3089364.243","3568531.121","3568975","3751577","3373118.321136","3023596",
"종로구","금융 및 보험업","산출액(①)","항목","","10199859.16","11367485.75","11870651.76","12420769.87","13596767.48","12795463","15063725","16606248.733449","16862913",
"종로구","금융 및 보험업","중간소비(②)","항목","","4420849.481","4650991.139","5031665.998","5462182.447","5963291.346","5811135","6508797","7282133.61131","7029393",
"종로구","금융 및 보험업","지역내 총부가가치(③=①-②)","항목","","5779009.679","6716494.609","6838985.759","6958587.424","7633476.131","6984328","8554927","9324115.122138","9833520",
"종로구","금융 및 보험업","고정자본소모(④)","항목","","549110.7911","615661.9905","642791.0924","655547.6289","672258.9832","612111","779405","865967.433401","876392",
"종로구","금융 및 보험업","순기타 생산세(⑤)","항목","","68479.91726","84739.85656","107505.5293","116501.053","121350.0887","92977","176870","121986.639595","123309",
"종로구","금융 및 보험업","지역내 요소소득(⑥=③-④-⑤)","항목","","5161418.971","6016092.762","6088689.137","6186538.742","6839867.059","6279241","7598653","8336161.049142","8833819",
"종로구","금융 및 보험업","산출액(2015년 기준년 연쇄가격)","항목","","10019649.99","11207846.21","11870651.76","12489621.73","13374963.71","12490603","15058650","16911647.599106","16731681",
"종로구","금융 및 보험업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","5497151.644","6430914.923","6838985.759","7034267.472","7463969.617","6752251","8635985","9760193.111996","9916414",
"종로구","부동산업","산출액(①)","항목","","2456965.564","2894850.673","3514979.303","3836321.054","2573644.338","2981382","2822943","3086112.451066","3156334",
"종로구","부동산업","중간소비(②)","항목","","830452.8984","1018792.245","1285350.042","1426127.913","957649.7919","1128337","1061395","1166944.278533","1237167",
"종로구","부동산업","지역내 총부가가치(③=①-②)","항목","","1626512.665","1876058.429","2229629.262","2410193.141","1615994.546","1853046","1761547","1919168.172533","1919167",
"종로구","부동산업","고정자본소모(④)","항목","","268323.5599","288706.2763","335933.8784","358561.1901","288218.3725","340531","347295","372896.619796","383690",
"종로구","부동산업","순기타 생산세(⑤)","항목","","161130.381","183197.865","221361.6518","235738.8338","156759.6813","189455","220235","296390.309636","392070",
"종로구","부동산업","지역내 요소소득(⑥=③-④-⑤)","항목","","1197058.724","1404154.287","1672333.731","1815893.117","1171016.492","1323060","1194018","1249881.243101","1143407",
"종로구","부동산업","산출액(2015년 기준년 연쇄가격)","항목","","2566865.295","2969562.16","3514979.303","3778841.047","2490201.292","2849468","2676805","2905061.573594","2973089",
"종로구","부동산업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","1740977.005","1950989.585","2229629.262","2377763.468","1577779.535","1802624","1694496","1806971.583844","1886564",
"종로구","사업서비스업","산출액(①)","항목","","8566387.845","8342165.346","8507815.753","8091800.85","8722302.222","9193834","9380462","8404696.999915","9511206",
"종로구","사업서비스업","중간소비(②)","항목","","5058051.105","5061289.716","5136052.973","4850418.846","5261942.52","5683618","5726336","5031195.222953","5832177",
"종로구","사업서비스업","지역내 총부가가치(③=①-②)","항목","","3508336.74","3280875.63","3371762.779","3241382.004","3460359.702","3510216","3654126","3373501.776963","3679029",
"종로구","사업서비스업","고정자본소모(④)","항목","","308362.4594","298762.32","310120.2474","247103.1421","269796.2274","250457","259692","279978.414142","375987",
"종로구","사업서비스업","순기타 생산세(⑤)","항목","","16429.99589","14270.27932","25406.90952","16197.82341","19645.84378","11311","9766","8000.193422","13928",
"종로구","사업서비스업","지역내 요소소득(⑥=③-④-⑤)","항목","","3183544.285","2967843.031","3036235.623","2978081.038","3170917.631","3248447","3384668","3085523.169398","3289114",
"종로구","사업서비스업","산출액(2015년 기준년 연쇄가격)","항목","","8821053.782","8484082.418","8507815.753","8004055.551","8481654.982","8804484","8865808","7869485.353606","8709895",
"종로구","사업서비스업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","3640332.876","3357313.669","3371762.779","3240878.405","3367257.771","3330348","3396897","3070478.271184","3274022",
"종로구","공공행정,국방 및 사회보장행정","산출액(①)","항목","","5867351.117","6822347.906","7501345.217","7707048.021","7531116.662","7602710","7526858","7092804.833001","7357828",
